FID,API,API10,CompanyNam,County,Latitude,Longitude,Owner,OwnerName2,PermitDate,Township,WellName,WellNumber,WellStatus,meta_sourc,AltName_20,CompanyN_1,Vol_InDist,Vol_OutDis,AltName_21,CompanyN_2,Vol_InDi_1,Vol_OutD_1,AltName_22,CompanyN_3,Vol_InDi_2,Vol_OutD_2,AltName_23,CompanyN_4,Vol_InDi_3,Vol_OutD_3,AltName_24,CompanyN_5,Vol_InDi_4,Vol_OutD_4,AltName_25,CompanyN_6,Vol_InDi_5,Vol_OutD_5,AltName_26,CompanyN_7,Vol_InDi_6,Vol_OutD_6,AltName_27,CompanyN_8,Vol_InDi_7,Vol_OutD_7,AltName_28,CompanyN_9,Vol_InDi_8,Vol_OutD_8,AltName_29,Company_10,Vol_InDi_9,Vol_OutD_9,AltName_30,Company_11,Vol_InD_10,Vol_Out_10,AltName_31,Company_12,Vol_InD_11,Vol_Out_11,AltName_32,Company_13,Vol_InD_12,Vol_Out_12,AltName_33,Company_14,Vol_InD_13,Vol_Out_13,AltName_34,Company_15,Vol_InD_14,Vol_Out_14,AltName_35,Company_16,Vol_InD_15,Vol_Out_15,AltName_36,Company_17,Vol_InD_16,Vol_Out_16,AltName_37,Company_18,Vol_InD_17,Vol_Out_17,AltName_38,Company_19,Vol_InD_18,Vol_Out_18,AltName_39,Company_20,Vol_InD_19,Vol_Out_19,AltName_40,Company_21,Vol_InD_20,Vol_Out_20,AltName_41,Company_22,Vol_InD_21,Vol_Out_21,AltName_42,Company_23,Vol_InD_22,Vol_Out_22,AltName_43,Company_24,Vol_InD_23,Vol_Out_23,AltName_44,Company_25,Vol_InD_24,Vol_Out_24,AltName_45,Company_26,Vol_InD_25,Vol_Out_25,AltName_46,Company_27,Vol_InD_26,Vol_Out_26,AltName_47,Company_28,Vol_InD_27,Vol_Out_27,AltName_48,Company_29,Vol_InD_28,Vol_Out_28,AltName_49,Company_30,Vol_InD_29,Vol_Out_29,AltName_50,Company_31,Vol_InD_30,Vol_Out_30,AltName_51,Company_32,Vol_InD_31,Vol_Out_31,AltName_52,Company_33,Vol_InD_32,Vol_Out_32,AltName_53,Company_34,Vol_InD_33,Vol_Out_33,AltName_54,Company_35,Vol_InD_34,Vol_Out_34,AltName_55,Company_36,Vol_InD_35,Vol_Out_35,AltName_56,Company_37,Vol_InD_36,Vol_Out_36,AltName_57,Company_38,Vol_InD_37,Vol_Out_37,Total_In,Total_Out,Total
10,34100000000000,3410522738,JD Drilling Company,MEIGS,39.05321606,-82.09559706,J D DRILLING CO,.,.,RUTLAND,LELAND CLONCH & RETHA (SWIW # 2)     1,.,AI,SWD-july2018,.,JD Drilling Company,460,0,.,JD Drilling Company,1380,0,.,JD Drilling Company,640,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,640,0,.,JD Drilling Company,640,0,.,JD Drilling Company,425,0,.,JD Drilling Company,425,0,.,JD Drilling Company,460,0,.,JD Drilling Company,460,0,.,JD Drilling Company,425,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,460,0,.,JD Drilling Company,460,0,.,JD Drilling Company,23920,0,.,JD Drilling Company,17940,0,.,JD Drilling Company,31320,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,80055,0,80055
11,34100000000000,3410523319,American Natural Gas Inc.,MEIGS,39.06276692,-82.05612125,AMERICAN NATURAL GAS INC,.,.,SALISBURY,WOODYARD TIMOTHY (SWIW #7)     1-C,.,AI,SWD-july2018,.,American Natural Gas Inc.,1010,0,.,American Natural Gas Inc.,2398,0,.,American Natural Gas Inc.,1505,0,.,American Natural Gas Inc.,4540,0,.,American Natural Gas Inc.,3570,0,.,American Natural Gas Inc.,2228,0,.,American Natural Gas Inc.,2603,0,.,American Natural Gas Inc.,3422,0,.,American Natural Gas Inc.,2087,0,.,American Natural Gas Inc.,2396,0,.,American Natural Gas Inc.,1101,0,.,American Natural Gas Inc.,1953,0,.,American Natural Gas Inc.,1950,0,.,American Natural Gas Inc.,1590,0,.,American Natural Gas Inc.,1093,0,.,American Natural Gas Inc.,1056,0,.,American Natural Gas Inc.,1197,0,.,American Natural Gas Inc.,1099,0,.,American Natural Gas Inc.,30809,0,.,American Natural Gas Inc.,936,0,.,American Natural Gas Inc.,28184,0,.,American Natural Gas Inc.,23878,0,.,American Natural Gas Inc.,36917,0,.,American Natural Gas Inc.,33384,0,.,American Natural Gas Inc.,36497,0,.,American Natural Gas Inc.,34227,0,.,American Natural Gas Inc.,30443,0,.,American Natural Gas Inc.,28559,0,.,American Natural Gas Inc.,30482,0,.,American Natural Gas Inc.,25546,0,.,American Natural Gas Inc.,23144,0,.,American Natural Gas Inc.,25897,0,.,American Natural Gas Inc.,26857,0,.,American Natural Gas Inc.,24176,0,.,American Natural Gas Inc.,23898,0,.,American Natural Gas Inc.,22450,0,.,American Natural Gas Inc.,0,0,.,American Natural Gas Inc.,0,0,530222,0,530222
12,34100000000000,3410523269,JD Drilling Company,MEIGS,39.09045161,-81.90462,J D DRILLING CO,.,.,CHESTER,SHOWALTER EARL & ELLEN (SWIW #24)     1,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,43886,.,JD Drilling Company,0,49256,.,JD Drilling Company,0,35271,.,JD Drilling Company,0,32213,.,JD Drilling Company,0,27885,.,JD Drilling Company,0,29647,.,JD Drilling Company,0,9134,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,0,227292,227292
13,34100000000000,3410523268,JD Drilling Company,MEIGS,39.09527789,-81.8980958,J D DRILLING CO,.,.,CHESTER,CONROY GEORGE & CLARA (SWIW #18)     1,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,JD Drilling Company,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,JD Drilling Company,8695,0,.,JD Drilling Company,286,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,.,JD Drilling Company,725,240,.,JD Drilling Company,0,1860,.,JD Drilling Company,360,480,.,JD Drilling Company,609,180,.,JD Drilling Company,0,120,.,JD Drilling Company,0,180,.,JD Drilling Company,80,3420,.,JD Drilling Company,0,720,.,JD Drilling Company,0,1477,.,JD Drilling Company,0,175543,.,JD Drilling Company,0,197024,.,JD Drilling Company,0,141085,.,JD Drilling Company,0,128850,.,JD Drilling Company,0,111537,.,JD Drilling Company,0,118589,.,JD Drilling Company,0,36535,.,JD Drilling Company,0,11887,.,JD Drilling Company,0,0,.,JD Drilling Company,0,0,10755,929727,940482
14,34100000000000,3410523590,M & R Investments,MEIGS,39.15862379,-82.23878194,M & R INVESTMENTS OHIO LLC,.,.,COLUMBIA,CHEADLE REX (SWIW #17)     1,.,AI,SWD-july2018,.,Oxford Oil Company,9347,0,.,Oxford Oil Company,8294,0,.,Oxford Oil Company,6200,0,.,Oxford Oil Company,5620,0,.,Oxford Oil Company,9970,0,.,Oxford Oil Company,8762,0,.,Oxford Oil Company,9196,0,.,Oxford Oil Company,8966,0,.,Oxford Oil Company,9038,0,.,Oxford Oil Company,7468,0,.,Oxford Oil Company,8338,0,.,Oxford Oil Company,6645,0,.,Oxford Oil Company,7907,0,.,Oxford Oil Company,7438,0,Oxford,Eclipse Resources Ohio LLC,5455,0,Eclipse,Oxford Oil Company,7709,0,ECLIPSE,Oxford Oil Company,7055,0,Eclipse Resources-Ohio LLC,Oxford Oil Company,8102,0,Oxford,Eclipse Resources Ohio LLC,815,0,Eclipse,Oxford Oil Company,420,0,ECLIPSE,Oxford Oil Company,225,0,Eclipse Resources-Ohio LLC,Oxford Oil Company,152,0,.,"Eclipse Resources-Ohio, LLC",215,0,M & R Investments,"Eclipse Resources-Ohio, LLC",47,0,M & R Investments,"Eclipse Resources-Ohio, LLC",47,0,M & R Investments,"Eclipse Resources-Ohio, LLC",47,0,.,M & R Investments,60,0,.,M & R Investments,72,0,.,M & R Investments,50,0,.,M & R Investments,75,0,.,M & R Investments,42,0,.,M & R Investments,0,0,.,M & R Investments,0,0,.,M & R Investments,0,0,.,M & R Investments,5375,0,.,M & R Investments,10880,0,.,M & R Investments,0,0,.,M & R Investments,0,0,179972,0,179972
15,34100000000000,3410522461,Carl E. Smith Petroleum,MEIGS,39.16038616,-81.84125022,CARL E SMITH PETROLEUM INC,.,.,OLIVE,C.L. & ROBERT CRAFT {SWIW#9}     249,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,.,Carl E. Smith Petroleum,0,0,0,0,0
16,34200000000000,3416320885,Bancequity Petroleum Corp.,VINTON,39.20734866,-82.27313329,BANCEQUITY PETROLEUM CORP,.,.,KNOX,AHMED/ELLIS {SWIW # 8}     2,.,AI,SWD-july2018,.,Bancequity Petroleum Corp.,14290,0,.,Bancequity Petroleum Corp.,4820,0,.,Bancequity Petroleum Corp.,4340,0,.,Bancequity Petroleum Corp.,4290,0,.,Bancequity Petroleum Corp.,4350,0,.,Bancequity Petroleum Corp.,4290,0,.,Bancequity Petroleum Corp.,4090,0,.,Bancequity Petroleum Corp.,3790,0,.,Bancequity Petroleum Corp.,3860,0,.,Bancequity Petroleum Corp.,4230,0,.,Bancequity Petroleum Corp.,4740,0,.,Bancequity Petroleum Corp.,6505,0,.,Bancequity Petroleum Corp.,9452,0,.,Bancequity Petroleum Corp.,15260,0,.,Bancequity Petroleum Corp.,17712,0,.,Bancequity Petroleum Corp.,15170,0,.,Bancequity Petroleum Corp.,16630,0,.,Bancequity Petroleum Corp.,15300,0,.,Bancequity Petroleum Corp.,14190,0,.,Bancequity Petroleum Corp.,9588,0,.,Bancequity Petroleum Corp.,8626,0,.,Bancequity Petroleum Corp.,9681,0,.,Bancequity Petroleum Corp.,12130,0,.,Bancequity Petroleum Corp.,11420,0,.,Bancequity Petroleum Corp.,10483,0,.,Bancequity Petroleum Corp.,11071,0,.,.,0,0,.,Bancequity Petroleum Corp.,10945,0,.,Bancequity Petroleum Corp.,10505,0,.,Bancequity Petroleum Corp.,10625,0,.,Bancequity Petroleum Corp.,8110,0,.,Bancequity Petroleum Corp.,3593,0,.,Bancequity Petroleum Corp.,0,0,.,Bancequity Petroleum Corp.,0,0,.,Bancequity Petroleum Corp.,0,0,.,Bancequity Petroleum Corp.,3220,0,.,Bancequity Petroleum Corp.,0,0,.,Bancequity Petroleum Corp.,0,0,296006,0,296006
17,34200000000000,3416320883,Bancequity Petroleum Corp.,VINTON,39.22313626,-82.2878197,BANCEQUITY PETROLEUM CORP,.,.,KNOX,BECKLEY ET AL {SWIW#10}     9,.,AI,SWD-july2018,.,Bancequity Petroleum Corp.,12590,0,.,Bancequity Petroleum Corp.,4240,0,.,Bancequity Petroleum Corp.,3640,0,.,Bancequity Petroleum Corp.,3610,0,.,Bancequity Petroleum Corp.,2630,0,.,Bancequity Petroleum Corp.,3680,0,.,Bancequity Petroleum Corp.,3520,0,.,Bancequity Petroleum Corp.,3110,0,.,Bancequity Petroleum Corp.,3070,0,.,Bancequity Petroleum Corp.,3640,0,.,Bancequity Petroleum Corp.,4310,0,.,Bancequity Petroleum Corp.,6870,0,.,Bancequity Petroleum Corp.,14178,0,.,Bancequity Petroleum Corp.,10170,0,.,Bancequity Petroleum Corp.,13308,0,.,Bancequity Petroleum Corp.,10110,0,.,Bancequity Petroleum Corp.,11085,0,.,Bancequity Petroleum Corp.,10715,0,.,Bancequity Petroleum Corp.,9931,0,.,Bancequity Petroleum Corp.,6712,0,.,Bancequity Petroleum Corp.,6039,0,.,Bancequity Petroleum Corp.,6157,0,.,Bancequity Petroleum Corp.,6530,0,.,Bancequity Petroleum Corp.,6150,0,.,Bancequity Petroleum Corp.,5647,0,.,Bancequity Petroleum Corp.,5959,0,.,.,0,0,.,Bancequity Petroleum Corp.,5895,0,.,Bancequity Petroleum Corp.,5655,0,.,Bancequity Petroleum Corp.,5725,0,.,Bancequity Petroleum Corp.,4365,0,.,Bancequity Petroleum Corp.,6673,0,.,Bancequity Petroleum Corp.,7885,0,.,Bancequity Petroleum Corp.,10115,0,.,Bancequity Petroleum Corp.,5810,0,.,Bancequity Petroleum Corp.,8010,0,.,Bancequity Petroleum Corp.,0,0,.,Bancequity Petroleum Corp.,0,0,242994,0,242994
18,34200000000000,3416320337,"Clearwater Operations, LLC",VINTON,39.22368428,-82.31985235,RIVER VALLEY ENERGY INC,.,.,KNOX,TEDRICK (SWIW #12)     1-B,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,Houghton Investments LLC,906,0,.,Houghton Investments LLC,7957,0,.,Houghton Investments LLC,14157,0,.,Houghton Investments LLC,16892,0,.,Houghton Investments LLC,17565,0,.,Houghton Investments LLC,20372,0,.,Houghton Investments LLC,0,0,.,Houghton Investments LLC,0,0,.,Houghton Investments LLC,0,0,.,Houghton Investments LLC,0,0,.,Houghton Investments LLC,7798,0,.,Houghton Investments LLC,95080,0,.,Houghton Investments LLC,4574,0,.,Houghton Investments LLC,3528,0,.,Houghton Investments LLC,6176,0,.,Houghton Investments LLC,9917,0,.,"D.T. Atha, Inc",3647,0,.,DT Atha Inc.,6534,0,.,DT Atha Inc.,7126,0,.,"D.T. Atha, Inc",10586,0,.,River Valley Energy,11233,0,.,River Valley Energy,15858,0,.,River Valley Energy,11987,0,.,River Valley Energy,5813,0,.,River Valley Energy,7390,0,.,River Valley Energy,10497,0,.,"River Valley Energy/ Clearwater Operations, LLC",3629,0,.,"Clearwater Operations, LLC",12425,0,.,"Clearwater Operations, LLC",10751,0,.,"Clearwater Operations, LLC",13507,0,.,"Clearwater Operations, LLC",0,0,.,"Clearwater Operations, LLC",0,0,335905,0,335905
19,34000000000000,3400923821,K & H Partners LLC,ATHENS,39.22615098,-81.76125784,K & H PARTNERS LLC,.,.,TROY,K& H PARTNERS LLC (SWIW #8)     1,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,K & H Partners LLC,30375,49859,.,K & H Partners LLC,23550,273917,.,K & H Partners LLC,47680,124871,.,K & H Partners LLC,59286,217385,.,K & H Partners LLC,43562,150306,.,K & H Partners LLC,80795,320102,.,K & H Partners LLC,60438,351935,.,K & H Partners LLC,21818,381866,.,K & H Partners LLC,33120,383953,.,K & H Partners LLC,32123,277229,.,K & H Partners LLC,18574,234681,.,K & H Partners LLC,14558,125934,.,K & H Partners LLC,12321,207643,.,K & H Partners LLC,0,139544,.,K & H Partners LLC,19365,214023,.,K & H Partners LLC,26863,168879,.,K & H Partners LLC,26886,224264,.,K & H Partners LLC,36018,317022,.,K & H Partners LLC,55079,216716,.,K & H Partners LLC,73266,145944,.,K & H Partners LLC,72958,317050,.,K & H Partners LLC,120883,801412,.,K & H Partners LLC,136723,606663,.,K & H Partners LLC,84724,489648,.,K & H Partners LLC,71656,499304,.,K & H Partners LLC,0,0,.,K & H Partners LLC,0,0,1202622,7240149,8442771
20,34000000000000,3400922704,Carper Well Service Inc.,ATHENS,39.23355914,-82.1384499,CARPER WELL SERVICE INC.,.,.,ALEXANDER,HAZEL GINSBURG {SWIW#2}     1,.,AI,SWD-july2018,.,Carper Well Service Inc.,10809,5796,.,Carper Well Service Inc.,1100,2600,.,Carper Well Service Inc.,140,1450,.,Carper Well Service Inc.,730,22860,.,Carper Well Service Inc.,1065,50897,.,Carper Well Service Inc.,4372,43232,.,Carper Well Service Inc.,9885,15726,.,Carper Well Service Inc.,8819,23306,.,Carper Well Service Inc.,7445,9856,.,Carper Well Service Inc.,9178,26162,.,Carper Well Service Inc.,210,2180,.,Carper Well Service Inc.,969,6940,.,Carper Well Service Inc.,6180,6130,.,Carper Well Service Inc.,1571,2695,.,Carper Well Service Inc.,2232,3453,.,Carper Well Service Inc.,3695,5371,.,Carper Well Service Inc.,14437,14283,.,Carper Well Service Inc.,11407,1389,.,Carper Well Service Inc.,850,0,.,Carper Well Service Inc.,11978,49169,.,Carper Well Service Inc.,5356,24173,.,Carper Well Service Inc.,60,0,.,Carper Well Service Inc.,0,60,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,.,Carper Well Service Inc.,0,0,114618,419522,534140
21,34200000000000,3416320541,Bancequity Petroleum Corp.,VINTON,39.23456685,-82.30056553,BANCEQUITY PETROLEUM CORP,.,.,KNOX,RATLIFF {SWIW#11}     2,.,AI,SWD-july2018,.,"Progressive Oil & Gas, Inc.",1371,0,.,"Progressive Oil & Gas, Inc.",1333,0,.,"Progressive Oil & Gas, Inc.",1163,0,.,"Progressive Oil & Gas, Inc.",1319,0,.,"Progressive Oil & Gas, Inc.",1333,0,.,"Progressive Oil & Gas, Inc.",1686,0,.,"Progressive Oil & Gas, Inc.",1254,0,.,"Progressive Oil & Gas, Inc.",1319,0,.,"Progressive Oil & Gas, Inc.",1388,0,.,"Progressive Oil & Gas, Inc.",1380,0,.,"Progressive Oil & Gas, Inc.",1254,0,.,"Progressive Oil & Gas, Inc.",765,0,.,"Progressive Oil & Gas, Inc.",560,0,.,"Progressive Oil & Gas, Inc.",826,0,.,"Progressive Oil & Gas, Inc.",1036,0,.,"Progressive Oil & Gas, Inc.",740,0,.,"Progressive Oil & Gas, Inc.",413,0,.,"Progressive Oil & Gas, Inc.",568,0,.,"Progressive Oil & Gas, Inc.",0,0,.,"Progressive Oil & Gas, Inc.",520,0,.,"Progressive Oil & Gas, Inc.",710,0,.,"Progressive Oil & Gas, Inc.",550,0,.,"Progressive Oil & Gas, Inc.",200,0,.,"Progressive Oil & Gas, Inc.",910,0,.,"Progressive Oil & Gas, Inc.",920,0,.,"Progressive Oil & Gas, Inc.",200,0,.,"Progressive Oil & Gas, Inc.",150,0,.,"Progressive Oil & Gas, Inc.",0,0,.,"Progressive Oil & Gas, Inc.",0,0,.,"Progressive Oil & Gas, Inc.",0,0,.,Bancequity Petroleum Corp.,2350,0,.,Bancequity Petroleum Corp.,2620,0,.,Bancequity Petroleum Corp.,2710,0,.,Bancequity Petroleum Corp.,2470,0,.,Bancequity Petroleum Corp.,2260,0,.,Bancequity Petroleum Corp.,1190,0,.,Bancequity Petroleum Corp.,0,0,.,Bancequity Petroleum Corp.,0,0,40134,0,40134
22,34200000000000,3416320756,Bancequity Petroleum Corp,VINTON,39.2345797,-82.27022084,BANCEQUITY PETROLEUM CORP,.,.,KNOX,MCVEY {SWIW#9}     4,.,AI,SWD-july2018,.,"Progressive Oil & Gas, Inc.",1656,0,.,"Progressive Oil & Gas, Inc.",1734,0,.,"Progressive Oil & Gas, Inc.",1710,0,.,"Progressive Oil & Gas, Inc.",1740,0,.,"Progressive Oil & Gas, Inc.",1727,0,.,"Progressive Oil & Gas, Inc.",1333,0,.,"Progressive Oil & Gas, Inc.",1729,0,.,"Progressive Oil & Gas, Inc.",394,0,.,"Progressive Oil & Gas, Inc.",398,0,.,"Progressive Oil & Gas, Inc.",398,0,.,"Progressive Oil & Gas, Inc.",675,0,.,"Progressive Oil & Gas, Inc.",394,0,.,"Progressive Oil & Gas, Inc.",398,0,.,"Progressive Oil & Gas, Inc.",398,0,.,"Progressive Oil & Gas, Inc.",450,0,.,"Progressive Oil & Gas, Inc.",396,0,.,"Progressive Oil & Gas, Inc.",396,0,.,"Progressive Oil & Gas, Inc.",396,0,.,"Progressive Oil & Gas, Inc.",455,0,.,"Progressive Oil & Gas, Inc.",455,0,.,"Progressive Oil & Gas, Inc.",460,0,.,"Progressive Oil & Gas, Inc.",460,0,.,"Progressive Oil & Gas, Inc.",469,0,.,"Progressive Oil & Gas, Inc.",468,0,.,"Progressive Oil & Gas, Inc.",478,0,.,"Progressive Oil & Gas, Inc.",355,0,.,"Progressive Oil & Gas, Inc.",464,0,.,"Progressive Oil & Gas, Inc.",468,0,.,"Progressive Oil & Gas, Inc.",474,0,.,"Progressive Oil & Gas, Inc.",0,0,.,Bancequity Petroleum Corp,0,0,.,Bancequity Petroleum Corp,0,0,.,Bancequity Petroleum Corp,475,0,.,Bancequity Petroleum Corp,3880,0,.,Bancequity Petroleum Corp,3785,0,.,Bancequity Petroleum Corp,1430,0,.,Bancequity Petroleum Corp,0,0,.,Bancequity Petroleum Corp,0,0,34352,0,34352
23,34000000000000,3400923823,K & H Partners LLC,ATHENS,39.23489106,-81.75702099,K & H PARTNERS LLC,.,.,TROY,K & H PARTNERS LLC (SWIW #10)     2,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,K & H Partners LLC,40746,158692,.,K & H Partners LLC,80992,360281,.,K & H Partners LLC,64581,370792,.,K & H Partners LLC,19763,409998,.,K & H Partners LLC,32759,381188,.,K & H Partners LLC,29357,283402,.,K & H Partners LLC,22847,247202,.,K & H Partners LLC,21842,157851,.,K & H Partners LLC,12029,249861,.,K & H Partners LLC,0,58418,.,K & H Partners LLC,24535,353134,.,K & H Partners LLC,30174,469826,.,K & H Partners LLC,27802,608233,.,K & H Partners LLC,36018,639674,.,K & H Partners LLC,74522,588723,.,K & H Partners LLC,196543,339275,.,K & H Partners LLC,149297,522051,.,K & H Partners LLC,91536,587028,.,K & H Partners LLC,130280,508640,.,K & H Partners LLC,91952,422205,.,K & H Partners LLC,70636,380952,.,K & H Partners LLC,0,0,.,K & H Partners LLC,0,0,1248210,8097426,9345636
24,34000000000000,3400923824,K & H Partners LLC,ATHENS,39.23515808,-81.74816684,K & H PARTNERS LLC,.,.,TROY,K & H (SWIW #11)     3,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,K & H Partners LLC,31380,164433,.,K & H Partners LLC,15359,247679,.,K & H Partners LLC,23180,150158,.,K & H Partners LLC,12285,286633,.,K & H Partners LLC,0,27744,.,K & H Partners LLC,18039,188340,.,K & H Partners LLC,20670,80235,.,K & H Partners LLC,26838,130590,.,K & H Partners LLC,20582,185316,.,K & H Partners LLC,63071,344465,.,K & H Partners LLC,136461,219654,.,K & H Partners LLC,78063,252944,.,K & H Partners LLC,70727,247275,.,K & H Partners LLC,82540,268588,.,K & H Partners LLC,94961,369795,.,K & H Partners LLC,66189,312271,.,K & H Partners LLC,0,0,.,K & H Partners LLC,0,0,760345,3476120,4236465
25,34200000000000,3416320705,"Clearwater Operations, LLC",VINTON,39.24505699,-82.327601,RIVER VALLEY ENERGY INC,.,.,KNOX,LAURA MCGLAUGHLIN {SWIW#6}     6,.,AI,SWD-july2018,.,Chieftain Energy Corp.,0,0,.,Chieftain Energy Corp.,0,0,.,Chieftain Energy Corp.,0,0,.,Chieftain Energy Corp.,0,0,.,Chieftain Energy Corp.,0,0,.,Chieftain Energy Corp.,0,0,.,Houghton Investments LLC,7560,0,.,Houghton Investments LLC,5133,0,.,Houghton Investments LLC,6738,0,.,Houghton Investments LLC,7432,0,.,Houghton Investments LLC,20322,0,.,Houghton Investments LLC,8534,0,.,Houghton Investments LLC,3318,0,.,Houghton Investments LLC,6010,0,.,Houghton Investments LLC,5613,0,.,Houghton Investments LLC,6015,0,.,Houghton Investments LLC,6129,0,.,Houghton Investments LLC,5341,0,.,Houghton Investments LLC,4564,0,.,Houghton Investments LLC,5071,0,.,Houghton Investments LLC,5347,0,.,Houghton Investments LLC,5397,0,.,"D.T. Atha, Inc",4214,0,.,DT Atha Inc.,4337,0,.,DT Atha Inc.,3243,0,.,"D.T. Atha, Inc",3302,0,.,River Valley Energy,3524,0,.,River Valley Energy,3700,0,.,River Valley Energy,4741,0,.,River Valley Energy,4395,0,.,River Valley Energy,2186,0,.,River Valley Energy,6137,0,.,"River Valley Energy/ Clearwater Operations , LLC",2994,0,.,"Clearwater Operations, LLC",14405,0,.,"Clearwater Operations, LLC",9423,0,.,"Clearwater Operations, LLC",10981,0,.,"Clearwater Operations, LLC",0,0,.,"Clearwater Operations, LLC",0,0,186105,0,186105
26,0,3400923480,Lee Oil & Gas Company,.,39.24967385,-82.23657708,.,.,.,.,.,.,.,No match,.,Lee Oil & Gas Company,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,0,0,0
